MANDT,KUNNR,LAND1,NAME1,NAME2,ORT01,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELFX,XCPDK,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,AUFSD,BAHNE,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,ERDAT,ERNAM,EXABL,FAKSD,FISKN,KNAZK,KNRZA,KONZS,KTOKD,KUKLA,LIFNR,LIFSD,LOCCO,LOEVM,NAME3,NAME4,NIELS,ORT02,RPMKR,SPERR,SPRAS,STCD1,STCD2,STKZA,LZONE,XZEMP,VBUND,UMSAT,UMJAH,UWAER,STKZN,PFORT,WERKS,SPERZ,KDKG1,XKNZA,CONFS,UPDAT,UPTIM,NODEL,TS_ERDAT,TS_UPDAT,TS_UPTIM
"M1","K26054","Brasilien 3","Red Bedroom Records 11194",,,,,,,,,,,,,,,,,,,,,,,,2016-12-24T22:00:00,"Rosemarie Aichhorn 427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26057","Brasilien 3","Wayne Enterprises 569",,,,,,,,,,,,,,,,,,,,,,,,2016-12-24T22:00:00,"Waltraud Heidebrock 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2606","Brasilien 3","General Products 10727",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26073","Brasilien 3","Vaillante 5195",,,,,,,,,,,,,,,,,,,,,,,,2016-12-25T22:00:00,"Waltraud Heidebrock 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2608","Brasilien 3","BuyTigers.com 6529",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26092","Brasilien 3","Struan's 11473",,,,,,,,,,,,,,,,,,,,,,,,2016-12-26T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26098","Belgien 11","Bonsai Kitten 11675",,,,,,,,,,,,,,,,,,,,,,,,2016-12-29T22:00:00,"Irina Fahsbender 123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2611","Deutschland 10","Ace o' Clubs 22861",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26128","Brasilien 3","The Lightman Group 872",,,,,,,,,,,,,,,,,,,,,,,,2016-12-31T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2613","Brasilien 3","The Monster Maker 11125",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26137","Brasilien 3","Power Broker 24167",,,,,,,,,,,,,,,,,,,,,,,,2016-12-31T22:00:00,"Viola Failenschmidt 404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26146","Brasilien 3","Mammoth Studios 16928",,,,,,,,,,,,,,,,,,,,,,,,2017-01-01T22:00:00,"Wolfgang Aa 146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2615","Brasilien 3","Ace Chemicals 11303",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2616","Brasilien 3","GameCenter CX 5019",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26160","Belgien 11","Crosstime Traffic 13830",,,,,,,,,,,,,,,,,,,,,,,,2017-01-02T22:00:00,"Jakob Lederer 396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2617","Brasilien 3","CHOAM 489",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26177","Belgien 11","Roxxon Energy Corporation 17283",,,,,,,,,,,,,,,,,,,,,,,,2017-01-05T22:00:00,"Ingeborg Sch?fer 305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26179","Brasilien 3","Stagg Enterprises 892",,,,,,,,,,,,,,,,,,,,,,,,2017-01-05T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26189","Brasilien 3","Power Broker 21673",,,,,,,,,,,,,,,,,,,,,,,,2017-01-06T22:00:00,"Waltraud Heidebrock 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2620","Brasilien 3","The Monster Maker 3499",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26226","Brasilien 3","Acme Corporation 834",,,,,,,,,,,,,,,,,,,,,,,,2017-01-08T22:00:00,"Waltraud Heidebrock 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26233","Brasilien 3","Santini Air 14951",,,,,,,,,,,,,,,,,,,,,,,,2017-01-09T22:00:00,"Tatjana Janson 454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26236","Brasilien 3","Alchemax 7873",,,,,,,,,,,,,,,,,,,,,,,,2017-01-09T22:00:00,"Sigrid Bedeman 633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2624","Brasilien 3","Management Corporation 12291",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26240","Brasilien 3","Dr. Zeus Inc. 2421",,,,,,,,,,,,,,,,,,,,,,,,2017-01-09T22:00:00,"Waltraud Heidebrock 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2625","Brasilien 3","Bonsai Kitten 22702",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26258","Brasilien 3","Monsters 4413",,,,,,,,,,,,,,,,,,,,,,,,2017-01-12T22:00:00,"Doris Riedel 281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2626","Brasilien 3","LexCorp 11885",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2627","Brasilien 3","Yoyodyne 3619",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26272","Brasilien 3","Alchemax 5241",,,,,,,,,,,,,,,,,,,,,,,,2017-01-13T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26294","Brasilien 3","Advanced Idea Mechanics 5171",,,,,,,,,,,,,,,,,,,,,,,,2017-01-15T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26316","Brasilien 3","Dream Park 2478",,,,,,,,,,,,,,,,,,,,,,,,2017-01-19T22:00:00,"Uta Heidbrock 294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26326","Brasilien 3","Crudgington Brewery 8768",,,,,,,,,,,,,,,,,,,,,,,,2017-01-20T22:00:00,"Thorsten Vermeulen 474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2633","Brasilien 3","Jabot Cosmetics 21842",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26344","Brasilien 3","Ace o' Clubs 11358",,,,,,,,,,,,,,,,,,,,,,,,2017-01-21T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26349","Brasilien 3","Haly's Circus 15669",,,,,,,,,,,,,,,,,,,,,,,,2017-01-22T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26384","Brasilien 3","Adipose Industries 15971",,,,,,,,,,,,,,,,,,,,,,,,2017-01-26T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2639","Brasilien 3","Octan 12406",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2640","Brasilien 3","Shadrack & Duxbury 19275",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2641","Brasilien 3","The Lightman Group 11160",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26415","Brasilien 3","Phua Chu Kang Pte Ltd 11483",,,,,,,,,,,,,,,,,,,,,,,,2017-01-27T22:00:00,"Torsten Heidebrock 337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26425","Belgien 11","Cross Technological Enterprises 8871",,,,,,,,,,,,,,,,,,,,,,,,2017-01-28T22:00:00,"Jakob Lederer 396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26429","Brasilien 3","Wayne Enterprises 22595",,,,,,,,,,,,,,,,,,,,,,,,2017-01-28T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26436","Brasilien 3","Sloane Curtis Advertising 17376",,,,,,,,,,,,,,,,,,,,,,,,2017-01-28T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26439","Brasilien 3","Buy n Large 16264",,,,,,,,,,,,,,,,,,,,,,,,2017-01-28T22:00:00,"Rosemarie Aichhorn 427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26446","Belgien 11","Crudgington Brewery 20083",,,,,,,,,,,,,,,,,,,,,,,,2017-01-29T22:00:00,"Irmgard Bauer 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26452","Brasilien 3","Wayne Enterprises 22595",,,,,,,,,,,,,,,,,,,,,,,,2017-01-29T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26456","Brasilien 3","Adipose Industries 25198",,,,,,,,,,,,,,,,,,,,,,,,2017-01-29T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2646","Brasilien 3","Parker Industries 5328",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26466","Brasilien 3","Blaze Comics 6762",,,,,,,,,,,,,,,,,,,,,,,,2017-01-30T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2648","Brasilien 3","The Lightman Group 23917",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26486","Brasilien 3","World Company 885",,,,,,,,,,,,,,,,,,,,,,,,2017-02-02T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26489","Brasilien 3","Stark Industries 9833",,,,,,,,,,,,,,,,,,,,,,,,2017-02-02T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26490","Brasilien 3","Power Broker 864",,,,,,,,,,,,,,,,,,,,,,,,2017-02-02T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26498","Brasilien 3","Power Broker 15420",,,,,,,,,,,,,,,,,,,,,,,,2017-02-03T22:00:00,"Victoria Oberm?ller 521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K265","Belgien 11","ManBeef.com 4297",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2651","Brasilien 3","Stagg Enterprises 20852",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26518","Brasilien 3","Kitchen Table International 21287",,,,,,,,,,,,,,,,,,,,,,,,2017-02-04T22:00:00,"Sibylle Elwanger 613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2654","Brasilien 3","Ace Chemicals 14447",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26544","Belgien 11","Oscorp 10485",,,,,,,,,,,,,,,,,,,,,,,,2017-02-06T22:00:00,"Ingo Falkenberg 409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2655","Brasilien 3","Seburo 15577",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2657","Brasilien 3","Clothes Over Bro's 24448",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26586","Brasilien 3","Wayne Enterprises 946",,,,,,,,,,,,,,,,,,,,,,,,2017-02-11T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2659","Brasilien 3","National Motors Corporation 3326",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26606","Brasilien 3","Parker Industries 5187",,,,,,,,,,,,,,,,,,,,,,,,2017-02-12T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26607","Brasilien 3","Crudgington Brewery 3874",,,,,,,,,,,,,,,,,,,,,,,,2017-02-13T22:00:00,"Uta Heidbrock 294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26618","Brasilien 3","National Motors Corporation 10281",,,,,,,,,,,,,,,,,,,,,,,,2017-02-13T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2662","Brasilien 3","Buy n Large 12804",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26623","Belgien 11","Tyrell Corporation 1016",,,,,,,,,,,,,,,,,,,,,,,,2017-02-17T22:00:00,"Isabel Dambrowsky 304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2663","Brasilien 3","Yoyodyne 10797",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2664","Brasilien 3","Kitchen Table International 22371",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26640","Brasilien 3","Paper Street Soap Co. 22870",,,,,,,,,,,,,,,,,,,,,,,,2017-02-18T22:00:00,"Walther F?rbert 72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26650","Brasilien 3","BuyTigers.com 15071",,,,,,,,,,,,,,,,,,,,,,,,2017-02-18T22:00:00,"Willy Heidbrink 209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2667","Brasilien 3","Weyland-Yutani Corporation 6158",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2668","Brasilien 3","Soder Cola 22525",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K267","Belgien 11","Daggett Industries 12764",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2671","Brasilien 3","Bonsai Kitten 16257",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26725","Brasilien 3","Blaze Comics 5906",,,,,,,,,,,,,,,,,,,,,,,,2017-02-26T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2673","Brasilien 3","ManBeef.com 1665",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26739","Belgien 11","The Lightman Group 11478",,,,,,,,,,,,,,,,,,,,,,,,2017-02-27T22:00:00,"Isabel Dambrowsky 304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26758","Belgien 11","Management Corporation 820",,,,,,,,,,,,,,,,,,,,,,,,2017-03-02T22:00:00,"Jakob Lederer 396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26760","Belgien 11","Yoyodyne 14866",,,,,,,,,,,,,,,,,,,,,,,,2017-03-02T22:00:00,"Irmgard Bauer 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26767","Brasilien 3","Jabot Cosmetics 20144",,,,,,,,,,,,,,,,,,,,,,,,2017-03-02T22:00:00,"Thorsten Vermeulen 474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2679","Brasilien 3","GameCenter CX 14012",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26792","Belgien 11","Seburo 14861",,,,,,,,,,,,,,,,,,,,,,,,2017-03-04T22:00:00,"Isabel Dambrowsky 304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26799","Brasilien 3","GothCorp 7360",,,,,,,,,,,,,,,,,,,,,,,,2017-03-04T22:00:00,"Uwe Riecker 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K268","Belgien 11","Daggett Industries 23704",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26800","Brasilien 3","Buy More 7500",,,,,,,,,,,,,,,,,,,,,,,,2017-03-04T22:00:00,"Rosemarie Aichhorn 427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26813","Brasilien 3","McMahon and Tate 21150",,,,,,,,,,,,,,,,,,,,,,,,2017-03-05T22:00:00,"Rosemarie Aichhorn 427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26834","Belgien 11","The World Gone Mad 14787",,,,,,,,,,,,,,,,,,,,,,,,2017-03-06T22:00:00,"Jakob Lederer 396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26837","Brasilien 3","Life Foundation 10532",,,,,,,,,,,,,,,,,,,,,,,,2017-03-06T22:00:00,"Viktoria Bedeman 537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2684","Brasilien 3","Hooper's Store 3026",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26858","Brasilien 3","The World Gone Mad 23112",,,,,,,,,,,,,,,,,,,,,,,,2017-03-09T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2686","Brasilien 3","Power Broker 9345",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26861","Belgien 11","AmerTek 12115",,,,,,,,,,,,,,,,,,,,,,,,2017-03-10T22:00:00,"Isabell Lederle 417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2692","Brasilien 3","Phua Chu Kang Pte Ltd 11221",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26927","Brasilien 3","List of fictional brewers 977",,,,,,,,,,,,,,,,,,,,,,,,2017-03-16T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26934","Belgien 11","Octan 11966",,,,,,,,,,,,,,,,,,,,,,,,2017-03-17T22:00:00,"Frauke Janusaitis 554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2694","Brasilien 3","Acme Corporation 5941",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26942","Brasilien 3","Stagg Enterprises 25213",,,,,,,,,,,,,,,,,,,,,,,,2017-03-17T22:00:00,"Waltraud Heidebrock 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26949","Brasilien 3","World Company 5308",,,,,,,,,,,,,,,,,,,,,,,,2017-03-17T22:00:00,"Simon Beckh 385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2698","Brasilien 3","Advanced Idea Mechanics 20564",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K26990","Brasilien 3","Ace o' Clubs 10112",,,,,,,,,,,,,,,,,,,,,,,,2017-03-20T22:00:00,"Steffen Riedel 171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2700","Brasilien 3","Octan 10639",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K27005","Brasilien 3","Sloane Curtis Advertising 19359",,,,,,,,,,,,,,,,,,,,,,,,2017-03-23T22:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2702","Brasilien 3","Vaillante 6901",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K27040","Brasilien 3","The Lightman Group 7577",,,,,,,,,,,,,,,,,,,,,,,,2017-03-25T22:00:00,"Steffen Riedel 171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2706","Brasilien 3","BuyTigers.com 13491",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2707","Brasilien 3","Stark Industries 11785",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K27074","Brasilien 3","World Company 16057",,,,,,,,,,,,,,,,,,,,,,,,2017-03-31T20:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K27095","Brasilien 3","Breakages 8999",,,,,,,,,,,,,,,,,,,,,,,,2017-04-01T20:00:00,"Grit Altpass 212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K271","Belgien 11","List of fictional brewers 22086",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2710","Brasilien 3","ARCAM Corporation 14355",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K27119","Brasilien 3","Bonk Business 3250",,,,,,,,,,,,,,,,,,,,,,,,2017-04-03T20:00:00,"Rosemarie Aichhorn 427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K2714","Brasilien 3","Weyland-Yutani Corporation 5405",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K27141","Brasilien 3","Management Corporation 10524",,,,,,,,,,,,,,,,,,,,,,,,2017-04-07T20:00:00,"Waltraud Heidebrock 524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
